pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
response to water (15g)	-0.4186267241884598	2.012153176625621	-0.3406628386746792	-0.5365283873211335	-0.5984895860144315	-0.11784564042691668
detection of chemical stimulus involved in sensory perception (491g)	-0.29418656701805834	-0.800031197081131	1.5766863561891937	-0.3853480658243627	0.8553908283384682	-0.9525113546041102
detection of chemical stimulus involved in sensory perception of smell (442g)	-0.35032122027124	-0.7489721423735586	1.5556719305095374	-0.39280000289019684	0.900918511510429	-0.9644970764849703
detection of stimulus involved in sensory perception (547g)	0.08592865255934284	-0.4726752023404422	1.3133165972108787	-0.6182576275980971	0.9892210609483597	-1.2975334807800414
detection of chemical stimulus (526g)	-0.734969537358925	-1.0998602289741115	1.557867256116028	-0.3295047256885574	0.8183560547735736	-0.21188881886800842
detection of chemical stimulus involved in sensory perception of bitter taste (40g)	-0.3402472323620697	-0.8543822794323602	1.6102671863053406	-0.29229924839914245	0.795143863372584	-0.9184822894843516
detection of chemical stimulus involved in sensory perception of taste (46g)	0.10050731294404619	-1.1667613550879041	1.6462132409373487	-0.23165369791659393	0.45997120785037476	-0.8082767087272715
mucosal immune response (31g)	-0.48029485920984966	0.6426807026196504	1.2060716825957445	-1.3115256767112349	0.739632129227698	-0.7965639785220092
innate immune response in mucosa (19g)	-0.4962625830570523	-0.30010758112565517	1.3905235379718746	-0.7242979167173954	1.113172196463271	-0.9830276535350415
complement activation, classical pathway (161g)	-1.046026725217142	-0.9214318368753104	1.5724672063890666	0.04754174470048262	0.6843702359974352	-0.33692062499453485
transcription-coupled nucleotide-excision repair (73g)	-1.3034810985257455	-0.275146451664501	1.2886150911891214	-0.2667387235840205	1.0964731149314095	-0.5397219323462609
cellular response to organonitrogen compound (586g)	0.20057250295532178	-0.14382326952773894	-1.469909014940818	1.2502178543948834	-0.6938139217384932	0.8567558488568424
cellular response to hepatocyte growth factor stimulus (18g)	0.7480298755914356	-0.6375685016914358	0.13516427478224294	1.3029155195419089	-1.5223045418274048	-0.02623662639674679
response to oxygen-containing compound (1628g)	-0.36769266975216025	0.11285067276096872	-1.4011626929840897	1.2350331313275202	-0.5879171803354892	1.0088887389832475
cellular response to nitrogen compound (652g)	0.12969100611362785	-0.02913866375306904	-1.4748579177426913	1.1980164397375683	-0.7353671151929	0.9116562508374564
cellular response to oxygen-containing compound (1125g)	-0.24291722561089746	0.2473830485492874	-1.4583691752803487	1.117893504161561	-0.6825287324162187	1.0185385805966194
response to hepatocyte growth factor (20g)	0.7789188662553915	-0.7698531342315309	0.05805906033940257	1.3206480428549452	-1.4321860596367906	0.044413224418583065
cellular response to peptide (385g)	0.09922352105491014	-0.44234234270793077	-1.4866631118937748	1.5355452675967523	-0.15548194777333021	0.44971861372337335
response to carbohydrate (224g)	-0.49562276607728456	-0.31615969732047877	-1.214473477933045	1.7731639567302542	0.08582071052392568	0.16727127407661924
response to organonitrogen compound (992g)	-0.23586018367447173	-0.09702147906327324	-1.5692221812948923	1.1323639942269648	-0.2837108923804786	1.0534507421861479
response to peptide (520g)	-0.04361322093555452	-0.3655212146895154	-1.540445897957266	1.5141923831359334	-0.010295780242173709	0.44568373068857625
adaptive immune response (719g)	-0.48109142077350614	-1.5128031094269545	-0.1675406531742453	0.17685155041348527	1.4673420019914578	0.5172416309697644
defense response to bacterium (342g)	-0.25325343028622854	-1.6790358449145915	-0.06260498727003198	0.3161756184415691	1.3887984826623228	0.28992016136695936
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (385g)	-0.5030732931101775	-1.4657102051388027	-0.36162390340465	0.2807988132125827	1.404635409579965	0.6449731788610785
response to protozoan (25g)	-0.6448756431105891	-1.2239828006285411	-0.38985144678712547	0.04611463617228846	1.5982843742861161	0.6143108800678507
defense response to protozoan (24g)	-0.6529269458519703	-1.221940576881605	-0.3956536374297795	0.05441930922008128	1.5904877923496563	0.6256140585936176
defense response to Gram-positive bacterium (91g)	-0.47409930195701333	-1.508266194151532	0.002663696180878577	0.31020627627540587	1.545564284776343	0.12393123887591807
response to singlet oxygen (1g)	0.057003496174253744	-0.75485416122	-0.2142322208402713	-0.4222777642814228	1.9541287835898198	-0.6197681334223794
response to glycine (3g)	0.010470965713162146	-0.7803151009767373	-0.1317119678383129	-0.42121913406545813	1.9500609551314654	-0.6272857179641185
T cell cytokine production (42g)	-0.9881165555783131	-0.9285070737222454	-0.4767170332970786	0.03445750974488535	1.4541131734473909	0.9047699794053596
cellular response to glycine (2g)	0.003269231957797732	-0.7709039480898318	-0.16189209243055405	-0.41335751531707376	1.9573180844573186	-0.6144337605776566
cellular response to purine-containing compound (14g)	0.049827787907918884	-1.0670070048204487	-0.5259495644334907	0.18707239751637952	-0.4682592412609571	1.8243156250906
response to stress (4097g)	-0.5870845307210985	-0.7629547481937333	-1.1494684627182614	0.898097168846952	0.22489384885200095	1.376516723934135
cellular response to chemical stimulus (3227g)	-0.6235423881263996	-0.06515739492217318	-1.4289672998719893	0.8338884727626537	-0.08115568488959188	1.3649342950474974
cellular response to organic substance (2652g)	-0.6044360419854158	-0.25656902138990917	-1.3815420287318563	0.8406952542641858	0.004216426706379096	1.39763541113661
defense response to other organism (1219g)	-0.5893170837620514	-1.508553449887219	-0.3808218235576534	0.537395135880654	0.7991324022613616	1.1421648190649119
activation of membrane attack complex (3g)	-0.7505264477719855	0.327009794852794	-0.3969746686770796	-0.6515260257266309	-0.4181754667782163	1.8901928141011182
detection of biotic stimulus (32g)	-1.3589081877440998	0.24710671360674968	-0.7169731164206373	-0.05434326024197082	0.308219857535007	1.5748979932649514
response to antibiotic (320g)	-1.0484706011144345	-0.2585447567204657	-0.9040898378722471	0.45123798981992347	0.08485387178708739	1.675013334100132
detection of external biotic stimulus (20g)	-1.4023500336666186	0.28506742016206293	-0.5267233317167075	-0.0779800002918481	0.0909232349584871	1.6310627105546245
innate immune response (1025g)	-0.7163583831223506	-1.4258315111169737	-0.3701161271500361	0.5237677331560289	0.8134732355909291	1.1750650526424045
