pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
protein kinase A signaling (33g)	-0.01039583001034279	1.9977779938893465	-0.5857381456265381	-0.5451955578225784	-0.39910671270395953	-0.4573417477259269
Roundabout signaling pathway (5g)	0.1301215755153368	1.932781039218432	-0.8258327248580024	-0.37489241026131415	-0.594194254931683	-0.2679832246827706
SMAD protein signal transduction (75g)	-0.4420888475269059	1.9781736033044022	-0.6726101600119918	-0.6440902603758829	-0.1039820051574418	-0.11540233023217968
activin receptor signaling pathway (44g)	-0.6231341478611171	1.8328236344238447	-0.61737094608354	-0.9044624415362759	0.10839985090332914	0.20374405015376146
cyclic-nucleotide-mediated signaling (210g)	0.11701901731165892	1.7651578716131529	-1.217776547100385	-0.07117891843382018	-0.6179534043052374	0.024731980914630792
chemical synaptic transmission, postsynaptic (110g)	0.46591050748173674	1.6490335059415497	-1.1941425499486775	-0.582095241141332	-0.5168035705268729	0.17809734819359876
netrin-activated signaling pathway (13g)	0.2913732616460098	1.5064873966527668	-0.5886771584141766	0.5505160842817232	-1.3529868108077054	-0.40671277335861894
receptor guanylyl cyclase signaling pathway (10g)	-0.5689219939385846	0.005577595528958897	1.7879095187024139	-0.2850008755890467	0.2219765870710708	-1.1615408317748108
adenylate cyclase-inhibiting serotonin receptor signaling pathway (5g)	-0.27458555011029095	-0.9399460061874152	1.5899863027206198	-0.1516474066697074	0.7439602327593292	-0.9677675725125361
planar cell polarity pathway involved in neural tube closure (14g)	0.19801038391748266	0.2359278898976713	1.3726144406951364	-1.023844245041091	0.5214672712651466	-1.3041757407343464
hormone-mediated apoptotic signaling pathway (5g)	-0.7887844219858647	-0.5862221239433092	1.4373219574819553	-0.07740280585488539	0.9980393656131703	-0.9829519713110669
apelin receptor signaling pathway (3g)	-0.11043017037254628	-0.4879524649665478	1.714894839254157	-0.25179973017613155	0.39576704032644644	-1.2604795140653784
cholecystokinin signaling pathway (2g)	0.16598156652185317	-0.9709631715604853	1.6922900970065615	-0.046583407285117	0.21613393006827133	-1.0568590147510837
intrinsic apoptotic signaling pathway in response to hydrogen peroxide (5g)	-1.159875346260917	0.6415097650388055	1.283321383523505	-0.7228128390183628	0.7113540142829409	-0.7534969775659696
somatostatin receptor signaling pathway (5g)	-0.8325700503231419	-0.24955912587869397	1.2275941399882353	0.03958420952434296	1.073423841352267	-1.25847301466301
somatostatin signaling pathway (5g)	-0.8325700503231419	-0.24955912587869397	1.2275941399882353	0.03958420952434296	1.073423841352267	-1.25847301466301
regulation of heart induction by canonical Wnt signaling pathway (5g)	-1.2355958140383916	0.6255426107514086	1.40999892750152	-0.6542060894292622	0.49953599271487625	-0.6452756275001513
canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition (2g)	-0.4018198129463046	-0.5155970833334649	-0.45921101216352433	2.0233464187109633	-0.49478356207085433	-0.1519349481968147
positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway (1g)	-0.3985892354338695	-0.4697515703713198	-0.5459209267777336	1.7956769316402144	0.5252658655436608	-0.9066810646009528
platelet-derived growth factor receptor signaling pathway (55g)	0.2363542936186191	-0.9500172231172279	-0.873606469718633	1.4253539454828283	-0.7044318206669917	0.8663472744014051
complement component C5a signaling pathway (2g)	0.45935035751347525	-1.3871146226227964	-0.24261228594356882	1.613802063568556	0.0056408873400601075	-0.44906639985572633
complement receptor mediated signaling pathway (13g)	0.47275719759369733	-1.6017637435679424	-0.14950475144861577	1.4095662269727522	-0.3762019131183751	0.24514698356848275
granzyme-mediated apoptotic signaling pathway (6g)	0.38190256303802567	-0.6195200194175202	-1.1124053799697067	1.6774819082354664	0.2636692088858312	-0.5911282807720958
extrinsic apoptotic signaling pathway (222g)	0.027244330593742403	-1.1912017220914206	-0.8267414443739484	1.2716191812589424	-0.35503755510468993	1.074117209717372
protein kinase B signaling (246g)	0.4689383991737858	-1.2481737152291776	-0.8003656672616171	1.1686396935085546	-0.5466531958966983	0.9576144857051527
canonical Wnt signaling pathway involved in negative regulation of apoptotic process (3g)	0.0571283213437502	-1.085131474349486	-0.46044849593010445	1.745558293099714	-0.6419671673502875	0.38486052318641567
Rab protein signal transduction (76g)	0.043225836299898054	-1.0771970647211766	-1.0657818126214118	1.594280316450052	0.12544521247819876	0.3800275121144459
antigen receptor-mediated signaling pathway (336g)	0.07918471149601099	-1.7049238873384314	-0.5211092931279723	0.5520754984575911	1.1430537058078027	0.4517192647049961
cell surface pattern recognition receptor signaling pathway (2g)	-0.3767699214068221	-0.37228275738340466	-0.39626335232234305	-0.4161987246570361	2.039733109548268	-0.47821835377866234
interferon-gamma-mediated signaling pathway (91g)	-0.8473519740113906	-1.098109928695958	-0.4473804710749913	0.2252248736441692	1.5716565099175952	0.5959609902205754
T cell receptor signaling pathway (202g)	-0.13566858761812498	-1.658142916126064	-0.4688596111493943	0.5836036105787796	1.2015418686160928	0.4775256356987074
immune response-activating cell surface receptor signaling pathway (493g)	0.11455180472279104	-1.7530125631456053	-0.5286867388585321	0.6673053329713793	0.9291632414123836	0.5706789228975834
cytokine-mediated signaling pathway (771g)	-0.5982553950001782	-1.3533149916791967	-0.6453753072907836	0.708728452273948	1.1777124879038459	0.7105047537923668
type I interferon signaling pathway (95g)	-0.822103650904305	-1.215947943703809	-0.08003758994119961	0.04269030594007957	1.6223991291802005	0.4529997494290305
macrophage migration inhibitory factor signaling pathway (3g)	-1.421764277124059	0.2559284437611603	-0.5890416131632072	-0.19734616014355486	1.5335985465796471	0.4186250600900141
B cell receptor signaling pathway (148g)	0.43325234301553633	-1.7708080112317868	-0.568313531287897	0.5299823707586117	0.9390783668498266	0.4368084618957109
urokinase plasminogen activator signaling pathway (2g)	-0.4954857750175784	-0.654881196634111	-0.5609636767222315	0.5185953143420388	1.8273620475609922	-0.6346267135291106
small GTPase mediated signal transduction (557g)	0.4389438317533928	-0.6870148946306058	-1.2494665934129465	0.8375172058215293	-0.6330379333488578	1.2930583838174896
intracellular signal transduction (2873g)	0.20544006662481926	-0.37484488368510804	-1.553198622039613	0.8409564072207111	-0.36818863150884323	1.2498356633880365
signal transduction (6220g)	0.21195739912551784	-0.523888729866706	-1.5925486794391996	0.85889166614972845	-0.13298055169824566	1.178568895728897
cell surface receptor signaling pathway (3141g)	0.20367613310272897	-0.6998837385695035	-1.5147528495801657	0.8260118227790778	-0.03595842810028754	1.220907060368153
enzyme linked receptor protein signaling pathway (1028g)	0.2756469275780678	-0.07122642450660636	-1.4553683194895588	0.7227879119140789	-0.7700742467006753	1.2982341512046995
Rac protein signal transduction (37g)	0.3441884994572294	-0.1565302923998185	-0.8945314766153417	0.15689363934112377	-1.1180269778367815	1.6680066080535876
transmembrane receptor protein tyrosine kinase signaling pathway (712g)	0.39501335197234005	-0.5734675366987507	-1.3918176319512663	0.9283555364493776	-0.5479696066054843	1.1898858868337887
ERK5 cascade (4g)	-0.06804919535627635	-0.06651110751818241	-0.7098272861807413	0.18259767253475861	-1.1242280514132192	1.7860179679336592
vascular endothelial growth factor receptor signaling pathway (92g)	0.3311759860524782	-1.2758095761468324	-0.7478330439180656	0.6958671328980433	-0.42974706416715086	1.4263465652815313
innate immune response-activating signal transduction (291g)	-0.23985856997659066	-1.6339539485744978	-0.4150710892880967	0.6990586167635685	0.37782518430183887	1.211999806773777
