pathway	CD4_Th17/Th2	CD4_TN	CD8_Act_Treg	CD8_Tex_TRM	Cyto_gdT/CD8_CTL	FOXP3-_Treg
Regulation Of Microvillus Length (7g)	-0.4839581854695716	1.9411164810610217	-0.6279299826365154	-0.556200986829074	0.22190210139297525	-0.4949294275188403
Rna Polymerase I Preinitiation Complex Assembly (9g)	-0.6985563928634541	1.7811049642216512	-1.0892442202425647	-0.2445664660643765	0.3014889824525791	-0.050226867503831915
Positive Regulation Of Retrograde Protein Transport, Er To Cytosol (3g)	-0.6889586100778072	1.8248109339694891	-0.09868453749829409	0.3233256232987167	-0.40127373721792914	-0.9592196724741713
Phagocytosis, Recognition (106g)	-0.043530672900107106	0.007597372280335697	1.941019578666319	-0.6187920918472664	-0.7439199466554799	-0.5423742395438013
Stabilization Of Membrane Potential (17g)	0.21709777938032734	-0.4020720401389904	1.9208491252233941	-0.3461012301853714	-0.6053775213926326	-0.7843961128867282
Purinergic Receptor Signaling Pathway (32g)	0.11152104984742983	-0.46385103953605716	1.9042928501586915	-0.6908409712116034	-0.044525125169357443	-0.8165967640891034
Response To Ionomycin (4g)	0.06533451671577935	-0.3382736690839736	1.9472879977945567	-0.6216941851150313	-0.2535387649336002	-0.7991158953777293
Cellular Response To Ionomycin (4g)	0.06533451671577935	-0.3382736690839736	1.9472879977945567	-0.6216941851150313	-0.2535387649336002	-0.7991158953777293
Rhombomere 5 Development (3g)	-0.0978956386554484	-0.8560472082466928	1.9517211862527686	-0.29751979254694866	-0.11066634393843536	-0.5895922028652449
Urinary Bladder Development (4g)	0.21196773269225042	-0.5105281432676788	1.9156502136624036	-0.858199681110495	-0.3906511497184204	-0.3682389722580585
Regulation Of Ovulation (3g)	0.06011407663221187	-0.32263107696282645	1.963520518840502	-0.7358786493021712	-0.3608408979301964	-0.6042839712775204
Positive Regulation Of Transcription From Rna Polymerase Ii Promoter Involved In Heart Development (5g)	0.17319293265451552	-0.29142625438805003	1.8993290567173082	-0.8706734905687251	-0.22595425546278805	-0.6844679889522587
Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis (3g)	-0.5545226776110183	-0.6446669892547753	2.013476795146402	-0.23779909114525064	-0.28108049437670374	-0.2954075427586533
Apoptotic Process Involved In Outflow Tract Morphogenesis (3g)	-0.5545226776110183	-0.6446669892547753	2.013476795146402	-0.23779909114525064	-0.28108049437670374	-0.2954075427586533
Positive Regulation Of Hair Follicle Maturation (5g)	-0.2536913136874876	-0.09640115351380074	1.999123814842355	-0.660113722012505	-0.44385077608958434	-0.5450668495389778
Epithalamus Development (3g)	0.07958721975845047	-0.5568645089411264	1.9669785440416434	-0.6496497076664626	-0.5608717120739256	-0.27917983511858047
Habenula Development (3g)	0.07958721975845047	-0.5568645089411264	1.9669785440416434	-0.6496497076664626	-0.5608717120739256	-0.27917983511858047
Positive Regulation Of Timing Of Catagen (3g)	-0.2953682088916385	-0.4170402320838711	2.035899458967339	-0.41535314563317505	-0.5214225766995261	-0.3867152956591277
Regulation Of Ovarian Follicle Development (6g)	0.09604623060098483	-0.5053418685898449	1.9766441091369396	-0.44447858991852274	-0.5491227257550498	-0.5737471554745069
Apoptotic Process Involved In Heart Morphogenesis (6g)	-0.0933277935836172	-0.665469581612167	1.9470558282019912	-0.019254660371425474	-0.39246272685562794	-0.7765410657791547
Positive Regulation Of Transcription From Rna Polymerase Ii Promoter Involved In Myocardial Precursor Cell Differentiation (4g)	-0.30337942072566443	-0.2621756053899849	1.9229634432889549	-0.9418814916129036	0.08203337779699986	-0.4975603033574004
Trna-Guanine Transglycosylation (3g)	0.2087575124375934	-0.2595359446728281	1.8975672284870269	-0.7764395902092788	-0.7724696294266199	-0.2978795766158914
Regulation Of Cell Growth By Extracellular Stimulus (3g)	0.06256821947071067	-0.5289233371818877	1.9694526471352822	-0.6209013284112076	-0.6184791364500845	-0.263717064562811
Tnfsf11-Mediated Signaling Pathway (4g)	0.1477475568191987	-0.5322133287086493	1.9228048973809382	-0.24001141267065942	-0.4285872759952989	-0.8697404368255284
Pyrimidine-Containing Compound Transmembrane Transport (9g)	0.02888982936230796	-0.7674180015054772	1.9626726298698598	-0.4323664494722447	-0.22595639560612737	-0.5658216126483129
Lactate Oxidation (4g)	-0.16678870803080964	-0.07770590828391308	1.8896603484257446	-0.18912381002823916	-0.34102597959601605	-1.1150159424867692
Regulation Of Eye Pigmentation (3g)	0.08025579464129508	-0.5958587333347368	1.938693746747101	-0.18640598861727684	-0.4176734413220725	-0.819011378114308
Positive Regulation Of Protein Localization To Nucleolus (5g)	-0.1205783350330446	-0.4882017881104662	1.9223595111226017	-0.19151559882411454	-0.12202051024702266	-1.0000432789079539
Type I Hypersensitivity (3g)	-0.34862088526239554	-0.88535530574059	1.9739582380583647	-0.270396457413817	-0.14897677599003137	-0.3206088136515294
Regulation Of Type I Hypersensitivity (3g)	-0.34862088526239554	-0.88535530574059	1.9739582380583647	-0.270396457413817	-0.14897677599003137	-0.3206088136515294
Negative Regulation Of Response To Extracellular Stimulus (15g)	-0.13307910110755736	-0.10164215141350667	1.9238579579281625	-0.465064506880717	-1.0027201240569539	-0.2213520744694313
Negative Regulation Of Response To Nutrient Levels (15g)	-0.13307910110755736	-0.10164215141350667	1.9238579579281625	-0.465064506880717	-1.0027201240569539	-0.2213520744694313
Negative Regulation Of Triglyceride Catabolic Process (5g)	0.1487687131123528	-0.028702135883156316	-1.1635964148442757	1.7728069720737762	-0.6919918252707592	-0.03728530918793723
Positive Regulation Of Er To Golgi Vesicle-Mediated Transport (4g)	0.07278231788195774	0.04162247317686795	-1.1443341087048167	1.7720104226747757	-0.7371734725698793	-0.0049076324589060515
Regulation Of Triglyceride Catabolic Process (13g)	0.40691196197974105	-0.04887525326549233	-0.9808132957006321	1.7543781584177065	-0.841423138607144	-0.2901784328241786
Regulation Of Endocytic Recycling (10g)	-0.0034524501554375857	0.06467862085208673	-1.0548058333234918	1.787526598042716	-0.8286922440780616	0.03474530866218931
Positive Regulation Of Protein Exit From Endoplasmic Reticulum (14g)	-0.018022297616848027	0.23821838776991316	-1.1369856828173162	1.796010429208895	-0.3017288530594408	-0.5774919834851999
Negative Regulation Of Toll-Like Receptor 3 Signaling Pathway (3g)	-0.016887039406281407	0.25677102546275216	-0.5772561785720322	1.8117292741482254	-1.0772751504711933	-0.39708193116147245
Positive Regulation Of Endoplasmic Reticulum Tubular Network Organization (4g)	0.1019007301858251	0.03525349381143104	-0.877441162475072	1.7871206614211574	-1.0116482402932154	-0.03518548265012786
Regulation Of Endoplasmic Reticulum Tubular Network Organization (6g)	0.28012383882400166	0.27168372936617313	-0.8505398157406338	1.7471394263304725	-0.8311212098998267	-0.6172859688801916
Segment Specification (17g)	0.4066812743376031	-0.659667713378474	-0.09877032076499465	1.7820619709767216	-1.0242334249615646	-0.4060717862092916
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (13g)	-0.4744831831305372	0.2830949812259654	-1.1305810704892272	1.7559807442901703	-0.5625907691858321	0.12857929728945666
Deoxyribonucleotide Catabolic Process (20g)	0.5597694744310069	-0.5916370126855642	-0.4305913728112073	1.8011712613348612	-0.5954590867745306	-0.7432532634945659
Interleukin-12 Biosynthetic Process (9g)	-0.5668344150715305	-0.8293055998359761	-0.853305452418425	1.7456305662919833	0.46247807004804725	0.0413368309859012
Deoxyribose Phosphate Catabolic Process (21g)	0.6194719551317177	-0.395763732352692	-0.42062730416490474	1.751152031054326	-0.7125224767876855	-0.8417104728807703
Wnt Protein Secretion (4g)	0.16767637356087295	0.055632806457902854	-0.5324279930748882	1.8635356338933047	-0.8243208904234669	-0.7300959304137238
Regulation Of Wnt Protein Secretion (4g)	0.16767637356087295	0.055632806457902854	-0.5324279930748882	1.8635356338933047	-0.8243208904234669	-0.7300959304137238
Cellular Response To Dsrna (22g)	-1.0365414370777708	0.052849174985735194	-0.6856403786911421	1.8501090266363809	-0.008404585571658633	-0.17237180028153104
Regulation Of Protein K48-Linked Ubiquitination (3g)	-0.022199141330025644	-0.038264963576456444	-0.9610655177393089	1.913719999921395	-0.52997006136032	-0.3622203159152868
Negative Regulation Of Nuclear-Transcribed Mrna Catabolic Process, Deadenylation-Dependent Decay (3g)	-0.7990033262731496	0.07792346050363605	0.03821574740300897	1.9000241142151535	-0.6487690089334693	-0.5683909869151837
Negative Regulation Of Nuclear-Transcribed Mrna Poly(A) Tail Shortening (3g)	-0.7990033262731496	0.07792346050363605	0.03821574740300897	1.9000241142151535	-0.6487690089334693	-0.5683909869151837
Regulation Of Atf6-Mediated Unfolded Protein Response (4g)	-0.1421254023227032	0.2226232702286137	-0.5465788676375901	1.885901358597941	-0.8928335663089193	-0.5269867925573419
Primary Sex Determination (3g)	-0.26957746627937035	0.48602479920190045	-0.830780849718439	1.8068687056838657	-0.48431569399437	-0.7082194948935816
Zygotic Specification Of Dorsal/Ventral Axis (3g)	-0.34568428907017096	0.022836154565883237	-0.824793763274593	1.9060250043568936	-0.005565841517939483	-0.7528172650600734
Cellular Response To Exogenous Dsrna (17g)	-0.13532768735743567	0.3025925822324785	-0.4113640341622778	1.8513235406153548	-0.7726300488565908	-0.8345943524715429
Negative Regulation Of Cellular Respiration (4g)	-0.3600236246425941	-0.9230798289410742	0.16330944663611618	1.8983350214994268	-0.5953017357581399	-0.18323927879373703
Snorna Processing (14g)	0.5401001739602744	-0.14850649581698744	-0.6997939645262049	1.767325431893343	-0.6641265251455089	-0.7949986203649024
Ketone Body Catabolic Process (4g)	0.3458949250692615	-0.3508970269240998	-0.8133960744223345	1.8789018225144738	-0.4914655308752354	-0.5690381153620611
Snorna 3'-End Processing (12g)	0.3902469807208435	-0.11358773423962269	-0.9104327800629712	1.8124425285844474	-0.7040930578431804	-0.47457593715952084
Lung Saccule Development (8g)	-0.5280071592830526	-0.0904563829493044	-1.0104995321892978	1.8054247956756848	-0.5447331692740912	0.36827144802006717
Positive Regulation Of 3'-Utr-Mediated Mrna Stabilization (3g)	-0.9250142441943032	0.0061087847813146474	-0.5848190246893288	1.8946067195846892	-0.4565626950229712	0.06568045954059955
Positive Regulation Of Prostaglandin Secretion (10g)	-0.595585596520574	0.08413603276181937	-0.11504572260431845	1.7742529657117074	-1.213533424325328	0.06577574497668477
Bone Regeneration (4g)	-0.6451637423640825	-0.33419063229919227	-0.28788069432882374	-0.7485283377594687	1.9558425000933208	0.05992090665824715
Regulation Of Myd88-Dependent Toll-Like Receptor Signaling Pathway (4g)	-0.454665382677092	-0.03997096821109798	-0.49960457581537804	-0.7837048346423215	1.9723329653940964	-0.19438720404820692
Nk T Cell Activation (11g)	-0.6114497309282859	0.17383277857584464	-0.24572685934659183	-0.7747077653829516	1.927441488491496	-0.46938991140951086
Sleep (33g)	-0.573543847131956	-0.10840654580258453	-0.6228508122625758	-0.8209677394023069	1.8807834605180214	0.2449854840814047
Regulation Of Nk T Cell Activation (9g)	-0.4247712329806186	0.08259461340914823	-0.35613731381628405	-0.6398466152804434	1.9693058749672765	-0.6311453262990782
Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To Mhc Molecule On Antigen Presenting Cell (6g)	-0.5572712737342149	-0.004311183812058891	-0.08828408057540715	-1.0335619277345118	1.889669409448541	-0.2062409435923482
Regulation Of Eosinophil Activation (4g)	-0.1705121000213522	-0.04393590185108149	-0.3860237777655214	-0.8032864090079583	1.9647019881371182	-0.5609437994912063
Negative Regulation Of Mast Cell Degranulation (6g)	-0.46656786558306435	0.06974806107503384	-0.2556419147787949	-0.8805679482777288	1.9415907789533062	-0.40856111138875334
Granulocyte Macrophage Colony-Stimulating Factor Production (16g)	-0.5116222403913135	0.31521214227169697	-0.8058886353560696	-0.4748522783189583	1.8946367615965425	-0.41748574980189807
L-Histidine Transmembrane Transport (4g)	-0.24292096032156502	-0.03787388015160823	-0.19576175308341384	-0.9830939097525994	1.927629259197227	-0.4679787558880399
Glycerol Catabolic Process (7g)	-0.2709992157395417	-0.3280556364803212	-0.21764128538978125	-0.8810218615092061	1.9789582148084064	-0.28124021568955415
Negative Regulation Of Interferon-Gamma Biosynthetic Process (4g)	-0.5091830002141338	-0.37483414792414216	-0.25715332542301655	-0.8990187372045451	1.9269252134237147	0.11326399734212436
Alditol Catabolic Process (8g)	-0.34442464808514645	-0.3968344251372755	-0.064260824391879	-0.8662638565248142	1.9698938871742324	-0.29811013303511835
Glandular Epithelial Cell Differentiation (48g)	-0.6629200662644246	0.2995942579206932	-0.6721768535188032	-0.39024989182029557	1.9066682171991487	-0.4809156635163262
Parathyroid Gland Development (7g)	-0.48772082171671516	-0.12189623241956746	-0.0981156972720154	-0.9737364422206205	1.9306453810222075	-0.24917618739329186
Glycerol-3-Phosphate Biosynthetic Process (4g)	-0.5849870987926656	-0.28459629744365944	-0.5592870818687472	-0.5901354346969228	1.9784045851881018	0.040601327613891465
Negative Regulation Of Rho-Dependent Protein Serine/Threonine Kinase Activity (3g)	-0.7542000763179308	0.11550528133653445	-0.606416646577413	-0.07995684582803557	1.9206683863927618	-0.5956000990059168
Mesendoderm Development (10g)	-0.4676436681335035	0.05270781598285523	-0.8726301325979688	-0.5454273430837778	1.9263542481696758	-0.09336092033728378
Glycerol-3-Phosphate Metabolic Process (9g)	-0.27218640068133115	-0.26287450534780615	-0.4823671353009542	-0.8672286729966786	1.9660672076051786	-0.08141049327841203
Negative Regulation Of Oxidative Phosphorylation (7g)	-0.3829192124265995	0.3331500374327384	-0.8640358512840302	-0.4823706531699084	1.8788696286308757	-0.48269394918307323
Regulation Of Rho-Dependent Protein Serine/Threonine Kinase Activity (4g)	-0.6781887961197156	-0.051066487332596694	-0.2634218080548858	-0.36482251721229264	1.985188294842248	-0.6276886861227549
Negative Regulation Of Nervous System Process (27g)	-0.5814321243320341	0.1992513251744182	-0.510187355087131	-0.704599982869421	1.9365371660840935	-0.3395690289699183
Positive Regulation Of Cellular Amino Acid Metabolic Process (3g)	-0.6034451392012798	0.10677877119280273	-0.3000782156649131	-0.986408967406309	1.884447456478866	-0.10129390539916838
Glomerulus Vasculature Morphogenesis (6g)	-0.7022371397443735	0.23479558970391995	-0.2407842579176603	-0.31597519510803074	1.8849484174534543	-0.8607474143873057
Glomerular Capillary Formation (6g)	-0.7022371397443735	0.23479558970391995	-0.2407842579176603	-0.31597519510803074	1.8849484174534543	-0.8607474143873057
Alditol Phosphate Metabolic Process (11g)	-0.33737085395691246	-0.18725394042348875	-0.7539742346718745	-0.7053797696764404	1.9451402703643046	0.03883852836440413
Transforming Growth Factor Beta1 Production (12g)	0.05597160941148313	-0.44510003129494813	-0.2177670066019083	-0.7608257458674526	1.956091747570521	-0.5883705732176856
Phosphatidylserine Biosynthetic Process (4g)	-0.09741461388122526	-0.2365484198493607	-0.7382255595186077	0.04091377773602936	1.9041870920635762	-0.8729122765504042
Nervous System Process (1471g)	-0.5062910796648301	-0.33540181452246576	-0.44934009732175495	-0.19161618362262522	-0.541918840689353	2.0245680158210395
Regulation Of Postsynaptic Membrane Potential (145g)	-0.5036218550825071	-0.6171893711679557	-0.16254106514564798	-0.3308480259162847	-0.40259834941997613	2.0167986667323743
Postsynaptic Density Organization (32g)	-0.5945073938139366	-0.3477012269968006	-0.5943565294395509	-0.22019143193688565	-0.2575847409040772	2.014341323091252
Positive Regulation Of Synapse Assembly (66g)	-0.48701957218855874	-0.5510559510917622	-0.37071670504300996	-0.5101582467277502	-0.09415455991755946	2.0131050349686377
Postsynaptic Specialization Assembly (21g)	-0.5331320412230428	-0.5905896285863582	-0.1609236858190329	-0.4630280732164857	-0.2662293979232538	2.013902826768175
Regulation Of Neurotransmitter Receptor Activity (75g)	-0.297735088379496	-0.16579947892863914	-0.4668803150320651	-0.5534596806472772	-0.5345084956404459	2.018383058627922
Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (32g)	-0.5564545256508705	-0.15834153800598771	-0.4726015775290437	-0.5099389680595869	-0.3221050580426047	2.0194416672880937
Postsynaptic Density Assembly (18g)	-0.5037643631493127	-0.5605280807819498	-0.19071436934406202	-0.38526388448801313	-0.3844362606003215	2.024706958363658
Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (33g)	-0.5758521055105048	-0.16161282155602966	-0.47582581494932846	-0.5418015143916272	-0.2587069569555009	2.013799213362988
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (28g)	-0.4697469516414073	-0.21383151688852772	-0.48804543167633296	-0.3301011729051546	-0.5256306397812228	2.027355712892644
Regulation Of Postsynaptic Density Organization (16g)	-0.591940585035344	-0.5443180738443317	-0.35176729470844426	-0.4203588415857137	-0.10219676596108411	2.0105815611349187
Excitatory Synapse Assembly (26g)	-0.39732425802121585	-0.6420894943504327	-0.26297750387555285	-0.4286551103502031	-0.2917778541163036	2.022824220713708
Clustering Of Voltage-Gated Potassium Channels (3g)	-0.5043542464453683	-0.43686236492830133	-0.2038408030340005	-0.5296240992840309	-0.3522907454538009	2.026972259145501
Sarcoplasmic Reticulum Calcium Ion Transport (39g)	-0.5526914821830855	-0.22446917961457943	-0.4189807662348498	-0.5215082382045281	-0.3076805890663412	2.025330255303386
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (222g)	-0.49859773366300497	-0.6385793370227301	-0.2223236691356872	-0.3911164606955852	-0.26681366536276896	2.017430865879774
Trans-Synaptic Signaling By Trans-Synaptic Complex (8g)	-0.5661384718047294	-0.38397540459318624	-0.3811700376786278	-0.5505001038345623	-0.13455060049217724	2.016334618403282
Response To Auditory Stimulus (27g)	-0.5651482582253607	-0.49165233530936736	-0.3190689982737176	-0.42731225658704197	-0.22285388279131024	2.026035731186797
Long-Term Synaptic Depression (31g)	-0.4820111716645239	-0.3123564796926162	-0.5414078850463839	-0.44180400251368523	-0.2518001824453616	2.029379721362565
Modification Of Synaptic Structure (22g)	-0.6923739132653169	-0.3375590943465088	-0.41032499743380646	-0.3225903113335217	-0.2544508385173474	2.0172991548965027
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (24g)	-0.4927737876307365	-0.2304909637897478	-0.6130554890862384	-0.4474383894046043	-0.23442267384041457	2.0181813037517435
Renal Tubule Morphogenesis (78g)	-0.5941517010313359	-0.4253655693068586	-0.4381914472400029	-0.33767234992138956	-0.23109574794973914	2.0264768154493287
Regulation Of Membrane Repolarization (33g)	-0.3928428917253074	-0.29986361064177147	-0.5866843588758583	-0.17682332786508098	-0.5603049841163147	2.01651917322433
Regulation Of Protein Kinase C Signaling (17g)	-0.19279613213834543	-0.5089241538722915	-0.2978295248247197	-0.5956778973295697	-0.4246618008671519	2.019889509032075
Motor Neuron Migration (6g)	-0.5961156400028425	-0.2527243855741882	-0.38476415174860107	-0.26667537216338666	-0.521905420754329	2.0221849702433494
Membrane Repolarization (44g)	-0.44729680526143595	-0.4535598433644551	-0.4153852261401454	-0.38647449699511155	-0.3366401500263546	2.039356521787506
Regulation Of Catecholamine Metabolic Process (20g)	-0.6144722938068432	-0.5564856396366218	-0.17576022423440896	-0.3954187882055449	-0.27085518681560367	2.01299213269903
Regulation Of Dopamine Metabolic Process (20g)	-0.6144722938068432	-0.5564856396366218	-0.17576022423440896	-0.3954187882055449	-0.27085518681560367	2.01299213269903
Cardiac Muscle Cell Membrane Repolarization (36g)	-0.44314490375084126	-0.3633474118191527	-0.6687095761577971	-0.14812327266815445	-0.38935697567198724	2.0126821400679438
Positive Regulation Of High Voltage-Gated Calcium Channel Activity (5g)	-0.6811136419707927	-0.25764628722447436	-0.4784714907014781	-0.3622901098191867	-0.23410868239838253	2.0136302121143115
Mannosylation (38g)	-0.6299838979113944	-0.22115546956284798	-0.3496711491202274	-0.47867246925146156	-0.34188487599308204	2.0213678618390185
