pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
Positive Regulation Of Macrophage Colony-Stimulating Factor Production (3g)	-0.698885650149528	-0.009556752223571064	1.9673597103075364	-0.43998041288222123	-0.17277064018332586	-0.6461662548688907
Positive Regulation Of Granulocyte Colony-Stimulating Factor Production (3g)	-0.698885650149528	-0.009556752223571064	1.9673597103075364	-0.43998041288222123	-0.17277064018332586	-0.6461662548688907
Articular Cartilage Development (2g)	-0.20732389999524778	-0.9485137754768822	1.9540882445424954	-0.3567425940312566	-0.13664802353820651	-0.30485995150090167
G Protein-Coupled Receptor Catabolic Process (2g)	-0.7827540773537346	-0.0494265457649964	1.9356061668525963	-0.31883469746692705	-0.05403895573758778	-0.7305518905293499
Response To Staurosporine (5g)	-0.6540174627157088	-0.16192610477217964	1.9911566951515942	-0.11152372575294496	-0.49196364571143403	-0.5717257561993275
Cellular Response To Staurosporine (5g)	-0.6540174627157088	-0.16192610477217964	1.9911566951515942	-0.11152372575294496	-0.49196364571143403	-0.5717257561993275
Regulation Of Chromatin Assembly (4g)	-0.4568495428378764	-0.7066388761868987	1.9294184427389725	-0.18805566740136126	0.13940856234131072	-0.7172829186541503
Negative Regulation Of Hydrogen Peroxide Catabolic Process (2g)	-0.7034311517541005	0.060510935925942096	1.9592107190327401	-0.6439157649828935	-0.23048733810414548	-0.44188740011754213
Mesangial Cell-Matrix Adhesion (2g)	-0.7663327506587145	-0.15623389738728521	1.929835669827127	-0.5407194637148252	-0.5957989772130324	0.1292494191467304
Negative Regulation Of Inner Ear Auditory Receptor Cell Differentiation (4g)	-0.10533244347514235	-0.869777858093066	1.9474956010490092	-0.5945318264029739	-0.10291010543536636	-0.2749433676424623
Negative Regulation Of Mechanoreceptor Differentiation (4g)	-0.10533244347514235	-0.869777858093066	1.9474956010490092	-0.5945318264029739	-0.10291010543536636	-0.2749433676424623
Negative Regulation Of Inner Ear Receptor Cell Differentiation (4g)	-0.10533244347514235	-0.869777858093066	1.9474956010490092	-0.5945318264029739	-0.10291010543536636	-0.2749433676424623
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway Involved In Cardiac Muscle Relaxation (1g)	-0.024122268650716826	-0.8903688117464736	1.958263971346976	-0.2834912135889073	-0.4153710182232572	-0.344910659137621
Negative Regulation Of Myoblast Proliferation (2g)	-0.20026936970641004	-0.40677908980196437	1.9298470971435113	-0.21669769342487616	-0.09949474588344076	-1.0066061983268206
Response To Carbon Dioxide (1g)	-0.22582700087656657	-0.44898079296786203	2.006956428620303	-0.4613448822582776	-0.18285918803023704	-0.6879445644873596
Response To Astaxanthin (1g)	-0.22582700087656657	-0.44898079296786203	2.006956428620303	-0.4613448822582776	-0.18285918803023704	-0.6879445644873596
Response To Thyroid Stimulating Hormone (1g)	-0.22582700087656657	-0.44898079296786203	2.006956428620303	-0.4613448822582776	-0.18285918803023704	-0.6879445644873596
Borate Transport (1g)	-0.6010317271358162	0.17088892717502532	1.9423384986196675	-0.40628191995626267	-0.3793317862130957	-0.7265819924895182
Borate Transmembrane Transport (1g)	-0.6010317271358162	0.17088892717502532	1.9423384986196675	-0.40628191995626267	-0.3793317862130957	-0.7265819924895182
Spinal Cord Association Neuron Specification (1g)	-0.6288797365414646	-0.5530008039234139	1.947301025761677	-0.03191938818152133	-0.022738684068508017	-0.7107624130467691
Regulation Of Transcription From Rna Polymerase Ii Promoter Involved In Spinal Cord Association Neuron Specification (1g)	-0.6288797365414646	-0.5530008039234139	1.947301025761677	-0.03191938818152133	-0.022738684068508017	-0.7107624130467691
Lateral Geniculate Nucleus Development (1g)	-0.5219631647380757	-0.6252642976725559	1.9746659194767076	-0.24608887937395238	0.031621749203086455	-0.6129713268952103
Sperm Competition (1g)	-0.2635928385850501	-0.6167125032592767	1.9335307583447836	-0.49966320095875266	0.17530540644679934	-0.728867621988503
Sperm Displacement (1g)	-0.2635928385850501	-0.6167125032592767	1.9335307583447836	-0.49966320095875266	0.17530540644679934	-0.728867621988503
Benzoate Metabolic Process (1g)	0.15177970415119918	-0.6090122193429061	1.9317589288463664	-0.7678459212084129	-0.48579488185870556	-0.22088561058754125
Cd8-Positive, Alpha-Beta Cytotoxic T Cell Extravasation (2g)	-0.27186203179760826	-0.8964125274402863	1.945425734463915	-0.530607077620009	-0.009433432446553734	-0.23711066515945864
Regulation Of Cd8-Positive, Alpha-Beta Cytotoxic T Cell Extravasation (2g)	-0.27186203179760826	-0.8964125274402863	1.945425734463915	-0.530607077620009	-0.009433432446553734	-0.23711066515945864
Regulation Of Response To Oxidative Stress (86g)	-0.47017246340068686	0.060186332750696	-1.1566837833640835	1.8350767317164618	-0.26433865413580004	-0.004068163566585021
Positive Regulation Of Epithelial Cell Proliferation (191g)	0.45186737487831236	-0.43961398226907283	-0.9193084397123172	1.8213337093819524	-0.562539041071606	-0.3517396212072663
Glutamine Biosynthetic Process (1g)	-0.15516070194298634	-1.1222069290147987	0.291103753274046	1.812265243118997	-0.35647223587055904	-0.4695291295646994
Monocyte Chemotaxis (65g)	0.2374757308453125	-0.7440974376471535	-0.3536821346394485	1.8140325863211262	-0.9864326919729131	0.03270394709307297
Canonical Wnt Signaling Pathway Involved In Positive Regulation Of Epithelial To Mesenchymal Transition (2g)	-0.3489256357933502	-0.49998304280094746	-0.10201855561365576	2.0123675914828354	-0.4811776078933235	-0.5802627493815599
Mononuclear Cell Migration (90g)	0.16494357618053088	0.1406088986268584	-0.9778039802236478	1.824632606239241	-0.6188923187829959	-0.5334887820399907
Regulation Of Heparan Sulfate Proteoglycan Biosynthetic Process (3g)	-0.31665376536086365	-0.4967930398139931	-0.059667321488461655	1.9975183790736133	-0.44570160460652236	-0.6787026478037695
Positive Regulation Of Proteoglycan Biosynthetic Process (3g)	-0.31665376536086365	-0.4967930398139931	-0.059667321488461655	1.9975183790736133	-0.44570160460652236	-0.6787026478037695
Positive Regulation Of Heparan Sulfate Proteoglycan Biosynthetic Process (3g)	-0.31665376536086365	-0.4967930398139931	-0.059667321488461655	1.9975183790736133	-0.44570160460652236	-0.6787026478037695
Regulation Of Transcription From Rna Polymerase Ii Promoter In Response To Oxidative Stress (11g)	0.19596069073796857	-0.4214864960323895	-0.30966923893849085	1.8803196066210683	-1.0245364539607174	-0.3205881084274372
Cellular Iron Ion Homeostasis (64g)	-0.25990611615576725	-0.9816030381209788	-0.20825568241690362	1.8577523503337334	-0.6461832842084335	0.23819577056835148
Phagosome-Lysosome Fusion (8g)	0.3458063517295552	-0.9056793080329	-0.5911005196323144	1.8598049903206901	-0.33614728872194255	-0.3726842256630865
Negative Regulation Of Adipose Tissue Development (2g)	-0.02988777676534231	-0.5633944266280614	-0.18904058830937331	1.867623328364794	-1.0760364195968088	-0.00926411706520741
Regulation Of Protein K63-Linked Ubiquitination (11g)	-0.16230198726532055	-1.1699199727397684	-0.10725429164520779	1.8540782957767088	-0.3942342786961909	-0.02036776543022125
Negative Regulation Of Type B Pancreatic Cell Apoptotic Process (6g)	-0.19627982791603066	-0.6449162559465128	0.10958591307177899	1.9369750039053177	-0.7688507399777887	-0.4365140931367633
Transcription Elongation From Rna Polymerase Ii Promoter (83g)	0.43243861748218265	-0.5249377004076681	-0.2662602599291116	1.8354587162934286	-0.6778785869755799	-0.798820786463247
Regulation Of Type B Pancreatic Cell Apoptotic Process (10g)	-0.12083264915664922	-0.9956524079094919	0.22581256867724747	1.845464103137103	-0.27548844299030406	-0.6793031717579028
Phagolysosome Assembly (13g)	0.06313960766706563	-1.1221072256293563	-0.43728625169686336	1.8504324646751311	-0.00555511242594875	-0.3486234825900283
Cellular Transition Metal Ion Homeostasis (112g)	-0.860762443041408	-0.1706929661272104	0.10300271896318304	1.8257625051923778	-0.9402600287279708	0.042950213741037864
Dna-Templated Transcription, Elongation (111g)	-0.1490761179757753	-0.4869806721265866	0.07115288696268715	1.9297112988213299	-0.4818692964917004	-0.8829380991899582
Glutamate Metabolic Process (33g)	0.0060164274363506106	-0.15724529537276488	0.10451436618435295	1.8325599370249492	-0.9684759598359775	-0.8173694754369126
Positive Regulation Of Protein Export From Nucleus (21g)	0.05494858596797447	-1.0406904831284387	-0.17848857062772058	1.808611152725612	-0.7712996087155868	0.12691892377815703
Glutamine Family Amino Acid Biosynthetic Process (18g)	-0.44795128103916254	-0.49790999090728877	0.43440213581590514	1.857819860426491	-0.7225860369748598	-0.6237746873210837
Nonribosomal Peptide Biosynthetic Process (19g)	-0.4654176531928386	-0.9614703297372741	0.18982396582919783	1.808731845434468	-0.7262968146837603	0.15462898635020242
Negative Regulation Of Interleukin-13 Secretion (4g)	0.08657996789500703	-1.027618122199538	-0.060206846960183406	1.8179224346622527	-0.7921075573481771	-0.024569876049361138
Cellular Response To Gonadotropin-Releasing Hormone (8g)	0.16705259660157382	-0.8294573388990152	-0.4387945962839967	1.8211385002816438	0.14789438701153004	-0.8678335487117383
Positive Regulation Of Vesicle Fusion (14g)	-0.5138763064189235	-0.5319497219990187	-0.06163273290616999	1.9350180587930035	0.011919751037433379	-0.8394790485063282
Base Conversion Or Substitution Editing (22g)	0.09691499178485805	-0.17332615593550277	-0.09649369173047925	1.8518684095636937	-0.6024389728427029	-1.0765245808398667
Regulation Of Glutamate Secretion, Neurotransmission (3g)	0.36294570916177066	-1.0362006163847748	-0.33753630611887264	1.7899426390495699	-0.683850086251867	-0.0953013394558227
Negative Regulation Of Prolactin Secretion (1g)	-0.5180305882731264	-0.9714910112103342	0.3826360112194065	1.8349024005761307	-0.29484140345801607	-0.433175408854061
Cell Surface Pattern Recognition Receptor Signaling Pathway (2g)	-0.36955666385761654	-0.4527026055415931	-0.37149609074070955	-0.4275953885798801	2.0401573661305696	-0.4188066174107703
Myeloid Progenitor Cell Differentiation (5g)	-0.3240864365084349	-0.3206635546376916	-0.30531890299730724	-0.6128168484190255	2.026848994201013	-0.46396325163855384
Negative Regulation Of Interleukin-1 Alpha Secretion (1g)	-0.33348821557904645	-0.5362725692688167	-0.3111534412296512	-0.39253992379801733	2.0342073964008045	-0.46075324652527305
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (29g)	-0.22929270849990002	-0.6763080801482786	-0.21100245779427884	-0.31021825675297404	2.004023983659594	-0.5772024804641612
Negative Regulation Of Interleukin-1 Alpha Production (2g)	-0.3017457290053845	-0.5685754856822433	-0.27581496648867293	-0.40052035682971704	2.0289372361690767	-0.48228069816305874
Cellular Response To Mechanical Stimulus (79g)	-0.6009413343395297	-0.5896155809524571	-0.09926391463429433	-0.42942592321672285	2.003969987525736	-0.2847232343827301
Urokinase Plasminogen Activator Signaling Pathway (2g)	-0.5047511378922171	-0.5766396668680838	-0.4453668183303324	-0.06668368883080394	2.0092360288315234	-0.41579471691008635
Dichotomous Subdivision Of Terminal Units Involved In Mammary Gland Duct Morphogenesis (1g)	-0.511855144013134	-0.40919684951694896	-0.4260189674124184	-0.24628501709153516	2.0334120233359125	-0.4400560453018756
Mammary Gland Branching Involved In Thelarche (4g)	-0.4610530094731965	-0.7377955495497147	-0.2398106424780152	-0.36668657318585113	2.0030098764585738	-0.1976641017717965
Thelarche (4g)	-0.4610530094731965	-0.7377955495497147	-0.2398106424780152	-0.36668657318585113	2.0030098764585738	-0.1976641017717965
Negative Regulation Of Lung Blood Pressure (1g)	-0.23069935980981274	-0.7452187338554439	-0.23790149872056884	-0.35634827375142275	2.0047420951923645	-0.4345742290551157
Negative Regulation Of Organic Acid Transport (21g)	-0.7202480140483056	-0.33601304136044624	-0.3724532971055401	-0.17029760443487188	2.0082647803992946	-0.40925282345013136
Brown Fat Cell Differentiation (42g)	-0.6975432765275051	-0.18617315432106823	-0.3170117153397184	-0.35865575135063	2.011317599766967	-0.45193370222804685
Negative Regulation Of Anion Transport (29g)	-0.7107234486239384	-0.3370239580146211	-0.1602269153316311	-0.30920419360095197	2.005403560219543	-0.4882250446484003
Regulation Of Vitamin D Biosynthetic Process (9g)	-0.530265409262176	-0.603508792670092	-0.22835103751266222	-0.18626243427347647	2.012944346060666	-0.46455667234225834
Regulation Of Calcidiol 1-Monooxygenase Activity (7g)	-0.4967248217817929	-0.6233683950363128	-0.29952394262587445	-0.16742122056027148	2.015727525023696	-0.4286891450194442
Regulation Of Mammary Gland Involution (2g)	-0.4675577925160279	-0.3585726754354707	-0.13701010392985333	-0.588308617090318	2.0175859507946963	-0.4661367618230267
Positive Regulation Of Mammary Gland Involution (2g)	-0.4675577925160279	-0.3585726754354707	-0.13701010392985333	-0.588308617090318	2.0175859507946963	-0.4661367618230267
Apoptotic Process Involved In Mammary Gland Involution (2g)	-0.4675577925160279	-0.3585726754354707	-0.13701010392985333	-0.588308617090318	2.0175859507946963	-0.4661367618230267
Positive Regulation Of Apoptotic Process Involved In Mammary Gland Involution (2g)	-0.4675577925160279	-0.3585726754354707	-0.13701010392985333	-0.588308617090318	2.0175859507946963	-0.4661367618230267
Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway (4g)	-0.5964437291491965	-0.15608303753799718	-0.5309587407861514	-0.4411609389333662	2.014744613655233	-0.2900981672485221
Stress-Induced Premature Senescence (8g)	-0.2632275269301956	-0.7644416346946477	-0.23548328437197472	-0.4391104121778164	2.0020485646252255	-0.29978570645058905
Cell Gliding (1g)	-0.16941922640736734	-0.6709710771192138	-0.27097685579421293	-0.4270105736131414	2.0105641981950457	-0.4721864652611101
T Cell Meandering Migration (1g)	-0.16941922640736734	-0.6709710771192138	-0.27097685579421293	-0.4270105736131414	2.0105641981950457	-0.4721864652611101
Primary Follicle Stage (1g)	-0.25841100111072524	-0.6627129842986275	-0.13760868443339178	-0.43100052718921045	2.0057561954491447	-0.5160229984171899
Septin Ring Assembly (1g)	-0.27044198528010593	-0.4272190790141238	-0.1398505183366027	-0.6311661793064742	2.0086835936622287	-0.540005831724922
Negative Regulation Of Histone H4-K16 Acetylation (3g)	-0.300229833668498	-0.4240209814329671	-0.4992638167540332	-0.47421588547187155	2.035199683434795	-0.3374691661074302
Symmetric Cell Division (1g)	-0.2623188551048087	-0.3310656286546958	-0.24201436708112775	-0.3873931239907159	2.0015991874075016	-0.7788072125761532
Negative Regulation Of Protein Localization To Cell Cortex (1g)	-0.2623188551048087	-0.3310656286546958	-0.24201436708112775	-0.3873931239907159	2.0015991874075016	-0.7788072125761532
Complement-Mediated Synapse Pruning (4g)	-0.8129907392737563	-0.32417344042810353	-0.386493000043015	-0.1951707667917091	-0.274011016791972	1.992838963328556
Vertebrate Eye-Specific Patterning (3g)	-0.813165712724058	-0.28709530578752385	-0.4238969661852767	-0.17356160226982412	-0.29249896767285766	1.9902185546395412
Cellular Response To Temperature Stimulus (5g)	-0.2576032427139957	-0.6447162678955605	-0.47271940398430046	0.05114541869671526	-0.6448728685742577	1.9687663644713986
Synapse Pruning (11g)	-0.9103127367208012	-0.39084465035139065	-0.2105192344534134	-0.041619051815146114	-0.39939573452441457	1.952691407865166
Membrane Hyperpolarization (12g)	-0.39648378881336427	-0.7620107916782769	-0.12355856962924235	-0.4665234092881092	-0.24385065508270637	1.9924272144917001
Diphosphoinositol Polyphosphate Catabolic Process (1g)	-0.6731591078571217	-0.33724744057088896	-0.7198405361771106	-0.20578742713359777	-0.0316044979269669	1.9676390096656848
Diphosphoinositol Polyphosphate Metabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Adenosine 5'-(Hexahydrogen Pentaphosphate) Metabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diadenosine Polyphosphate Catabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Adenosine 5'-(Hexahydrogen Pentaphosphate) Catabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diadenosine Pentaphosphate Metabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diadenosine Hexaphosphate Metabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diadenosine Pentaphosphate Catabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diadenosine Hexaphosphate Catabolic Process (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Macrophage Colony-Stimulating Factor Signaling Pathway (6g)	-0.6549770751977978	-0.6966618042866255	-0.2633242165824649	0.0713045900707981	-0.4155633910423488	1.959221897038437
Ribonucleoside Monophosphate Catabolic Process (8g)	-0.6220159902720972	-0.365220254151414	-0.6945434787069585	-0.39304724236361105	0.11807131932563183	1.9567556461684479
Purine Ribonucleoside Monophosphate Catabolic Process (8g)	-0.6220159902720972	-0.365220254151414	-0.6945434787069585	-0.39304724236361105	0.11807131932563183	1.9567556461684479
Purine Nucleoside Monophosphate Catabolic Process (9g)	-0.6356433971346155	-0.3929701339644038	-0.6697831008947362	-0.3997362027813657	0.1457246173881967	1.952408217386926
Initiation Of Movement Involved In Cerebral Cortex Radial Glia Guided Migration (1g)	-0.831940599070821	-0.06915745743042076	-0.47333073244978274	-0.22380283317631108	-0.3738697464553427	1.9721013685826776
