pathway	CD4_Th17/Th2	CD4_TN	CD8_Act_Treg	CD8_Tex_TRM	Cyto_gdT/CD8_CTL	FOXP3-_Treg
protein activation cascade (218g)	0.48506280258830836	-0.24017766862498313	1.795726132310677	-0.43243855633467543	-0.7702959327026795	-0.8378767772366474
retinoic acid metabolic process (32g)	0.6491382021283525	-0.5984481701805153	1.7571950023081593	-0.5918401221670017	-0.46124411688476624	-0.7548007952042258
retinoid metabolic process (103g)	0.5009010444186777	-0.8514682622439759	1.6625332086766906	-1.1074727996786886	-0.02262707068027731	-0.181866120492428
diterpenoid metabolic process (109g)	0.534995160886127	-0.8234023833005374	1.580865406281756	-1.1767049767514715	0.21167789504536588	-0.3274311021612371
terpenoid metabolic process (119g)	0.5249756749658021	-0.7393731753887569	1.5819320215703734	-1.1047547110905396	0.3269818553236301	-0.5897616653805119
exogenous drug catabolic process (26g)	0.8957167907900901	-0.6045239093693906	1.6045714106268434	-0.49306324095178067	-0.8252383436455036	-0.5774627074502595
xenobiotic glucuronidation (9g)	0.6421464645431952	-0.42084151704748746	1.6570075598809397	-0.13509291559421666	-0.6194105555370265	-1.1238090362454047
epoxygenase P450 pathway (21g)	1.1321649874277258	-0.6203467514452746	1.3882672369078857	-0.2833218938386401	-0.7112918895880217	-0.9054716894636757
cofactor catabolic process (66g)	0.9932884491047653	-0.4602021412216318	1.5295996676733512	-0.5227349733115383	-0.8083193778372053	-0.7316316244077392
isoprenoid metabolic process (139g)	0.36088596668952844	-0.4909683262976548	1.5342821055057865	-1.2440273192136975	0.5175166097181416	-0.677689036402093
somatic recombination of T cell receptor gene segments (5g)	0.5264586646285554	-0.2705421849806877	-0.6665354767005466	1.5628796862618324	-1.3173905543840807	0.16512986517492714
T cell receptor V(D)J recombination (5g)	0.5264586646285554	-0.2705421849806877	-0.6665354767005466	1.5628796862618324	-1.3173905543840807	0.16512986517492714
V(D)J recombination (15g)	0.37249894516368814	-0.14481822862942353	-0.825563385511711	1.5804230719120869	-1.258827171691517	0.27628676875687697
L-serine biosynthetic process (7g)	0.6342334444269903	-0.17046101598228416	-0.17073948418577492	1.2544133792498946	-1.7141196261323126	0.16667330262348615
L-serine metabolic process (12g)	0.6569055393777744	-0.16578560200617468	-0.13140144643268495	1.220428323541891	-1.735019605660571	0.15487279117976463
somatic cell DNA recombination (65g)	-0.04485836482372364	0.15407272357864715	-1.0974035776214934	1.5879259820268699	-1.0308279200769623	0.4310911569166673
somatic diversification of immune receptors via germline recombination within a single locus (65g)	-0.04485836482372364	0.15407272357864715	-1.0974035776214934	1.5879259820268699	-1.0308279200769623	0.4310911569166673
serine family amino acid biosynthetic process (17g)	0.6602979129854927	-0.263395468395543	-0.04580822888027912	1.2402643298108451	-1.7143915458634358	0.1230330003429197
DNA recombination (304g)	-0.16729508149170913	0.29953309944418754	-1.2800523549944631	1.4483042170022307	-0.8922105919996282	0.5917207120393856
peptidyl-tyrosine autophosphorylation (36g)	-0.3254686820317935	0.08780538929164403	-1.5754018266861478	1.1832796141844486	-0.3199315925529655	0.9497170977948141
cellular polysaccharide catabolic process (24g)	-0.7376500253409861	0.5052658539023495	-0.5997973643131238	-0.7908450969736551	1.7857510404533252	-0.16272440772791014
polysaccharide catabolic process (26g)	-0.7308421912160598	0.49460292646212917	-0.5902392085762219	-0.7928550074410355	1.7928035033884153	-0.17347002261722788
cellular carbohydrate catabolic process (47g)	-0.6307171822520156	0.37920961610617726	-0.5992550805406833	-0.8167831894183486	1.844168859067418	-0.1766230229625515
signal transduction by trans-phosphorylation (3g)	-0.9207469786158029	0.5710150430640646	-1.1679605322430644	-0.34826024563634234	1.4806350341852625	0.38531767924588295
peptidyl-serine dephosphorylation (20g)	-0.9514905780874785	0.8839773924704887	-1.0195900007282812	-0.6525338664770916	1.2789131946427255	0.460723858179638
DNA demethylation (29g)	-0.8035677439582098	0.5148121358840232	-0.9248739472907854	-0.6216009569744765	1.68031842936909	0.1549120829703555
immunoglobulin biosynthetic process (4g)	-0.8810503424518832	0.8790767504123379	-1.3607143925524336	0.23971615762604967	1.2365540598741156	-0.11358223290818638
DNA dealkylation (35g)	-0.7947836099622355	0.49193707382843255	-1.1548609788319741	-0.44745063034583216	1.576112232311047	0.32904591300056524
liposaccharide metabolic process (110g)	-0.7643841956649695	0.3458928514289549	-0.7321942380114864	-0.9149226112140361	1.6611012181678766	0.404506975293666
hydrogen peroxide biosynthetic process (16g)	-1.0245204880580496	0.8442255238041004	-1.1286286249837851	0.020199880444562657	1.3970324421710152	-0.1083087333778461
phosphorus metabolic process (3335g)	-0.9645934834345943	0.5722515536756758	-1.5067915639161895	0.28831121042677404	0.5919056548330013	1.0189166284153268
phosphate-containing compound metabolic process (3308g)	-0.9682139051952166	0.580780790064345	-1.5041815498499904	0.27541547124932725	0.6071148038377435	1.0090843898937856
protein modification process (4126g)	-0.9268371393174313	0.5839613645412054	-1.5464649735013987	0.4367267745896479	0.4411454767149915	1.0114684969729895
cellular protein modification process (4126g)	-0.9268371393174313	0.5839613645412054	-1.5464649735013987	0.4367267745896479	0.4411454767149915	1.0114684969729895
protein phosphorylation (1953g)	-0.9519697910256266	0.5742264068259415	-1.5189547856766878	0.32055226082080357	0.5515119745304015	1.0246339345251698
peptidyl-amino acid modification (1263g)	-0.8291966655174148	0.48228518280964694	-1.576965152062493	0.5600432841430463	0.26397791349417066	1.099855437133044
macromolecule modification (4338g)	-0.922958509883998	0.5899775146135581	-1.5534556001941604	0.43451001445909804	0.4576300382508821	0.9942965427546097
dephosphorylation (487g)	-1.0194464327290365	0.6003475757508868	-1.4171585119072652	0.1054299809678088	0.6617272843174722	1.069100103600131
phosphorylation (2394g)	-0.9693410642585132	0.5898463892488031	-1.5124030214334165	0.27528569210180837	0.6623662193402267	0.9542457850010952
protein dephosphorylation (325g)	-1.052816579705994	0.6596631424748111	-1.3844580291597142	0.044288970680504	0.7333705815281325	0.999951914182267
