pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
Mechanosensitived Potassium Channel Activity (1g)	-0.21641328647363692	-0.7909007443299763	1.9687133318976393	-0.1733226803615113	-0.15820363600286352	-0.6298729847296516
Calcidiol 1-Monooxygenase Activity (1g)	-0.5642718744016717	-0.05724115655522308	1.9108741439143182	0.1145643914651742	-0.583109277084867	-0.8208162273377303
Corticotropin-Releasing Hormone Activity (1g)	-0.38517816356859347	-0.7971465663806506	1.8908815918126929	0.07070719402981002	0.017882510487392266	-0.7971465663806506
Choriogonadotropin Hormone Binding (1g)	0.07127663978641385	-0.864661935373473	1.9045258854767968	-0.02931557947045576	-0.41047391831574626	-0.6713510921035356
Luteinizing Hormone Receptor Activity (1g)	0.07127663978641385	-0.864661935373473	1.9045258854767968	-0.02931557947045576	-0.41047391831574626	-0.6713510921035356
Choriogonadotropin Hormone Receptor Activity (1g)	0.07127663978641385	-0.864661935373473	1.9045258854767968	-0.02931557947045576	-0.41047391831574626	-0.6713510921035356
1-Pyrroline-5-Carboxylate Dehydrogenase Activity (1g)	-0.6200612246820231	-0.07822371751032893	1.9817039787813695	-0.1397053847592868	-0.5059158867147305	-0.6377977651150001
Copii Adaptor Activity (2g)	-1.0522723081217509	0.18880452465104397	1.8709431877867795	-0.24770179602760842	-0.4376071706733915	-0.322166437615073
Aminomuconate-Semialdehyde Dehydrogenase Activity (1g)	-0.12716817992190552	0.12346513018925706	1.8914336247485533	-0.6755599716255745	-0.28985484958099683	-0.9223157538093338
A2a Adenosine Receptor Binding (2g)	-0.7574256415817244	-0.573901282738857	1.9359550542001673	-0.5739153186654191	-0.11326276872222109	0.0825499575080529
Ethanolamine-Phosphate Cytidylyltransferase Activity (1g)	-0.8244855781195327	-0.06309920617104679	1.8965283946849607	-0.48577995142512576	0.15470521185074873	-0.6778688708200038
Protoheme Ix Farnesyltransferase Activity (1g)	-0.5027872847915708	-0.5326689040094981	1.9170246855865478	-0.8731912642358818	-0.11817779746008404	0.10980056491048681
Ribitol Beta-1,4-Xylosyltransferase Activity (1g)	-0.4277025189242319	0.10598129456335413	1.8849669500377864	-1.0506576675672914	-0.16279717162753496	-0.34979088648208306
Glycogen Debranching Enzyme Activity (1g)	-0.98168715231605	-0.2330552952926787	1.8766452755261627	-0.2775772187246551	-0.5854031095394129	0.201077500346634
4-Alpha-Glucanotransferase Activity (1g)	-0.98168715231605	-0.2330552952926787	1.8766452755261627	-0.2775772187246551	-0.5854031095394129	0.201077500346634
Amylo-Alpha-1,6-Glucosidase Activity (1g)	-0.98168715231605	-0.2330552952926787	1.8766452755261627	-0.2775772187246551	-0.5854031095394129	0.201077500346634
Beta-Maltose 4-Alpha-Glucanotransferase Activity (1g)	-0.98168715231605	-0.2330552952926787	1.8766452755261627	-0.2775772187246551	-0.5854031095394129	0.201077500346634
N-Terminal Protein N-Methyltransferase Activity (2g)	0.08781645502083249	-0.29742927722052054	1.8979016160658166	-1.0469349364832847	-0.3155095020964392	-0.3258443552864025
Tubulin Deacetylase Activity (2g)	-0.10490239237148614	-0.7262834037982637	1.9530503910190808	-0.5512093794567764	-0.585699550588483	0.015044335195934516
Ammonia Ligase Activity (1g)	-0.15516070194298634	-1.1222069290147987	0.291103753274046	1.812265243118997	-0.35647223587055904	-0.4695291295646994
Glutamate-Ammonia Ligase Activity (1g)	-0.15516070194298634	-1.1222069290147987	0.291103753274046	1.812265243118997	-0.35647223587055904	-0.4695291295646994
Cysteine-Type Endopeptidase Activity (115g)	0.26393909687566264	-1.0882502595020302	-0.5214395122663794	1.6976582823332782	-0.6908252610858814	0.33891765364535015
Phosphate Ion Transmembrane Transporter Activity (11g)	0.0763379327353721	-0.7503071863895288	-0.09175678909636265	1.6429385450330176	-1.2567732230660131	0.37956072078351355
Hydrolase Activity, Acting On Glycosyl Bonds (120g)	0.29835969471177626	-0.9273564227111014	0.03888006517460018	1.7146011749213734	-1.050806479229684	-0.07367803286695988
Inorganic Phosphate Transmembrane Transporter Activity (5g)	0.29786663793703244	-0.7705797908803983	-0.1575952994858905	1.7054378804088508	-1.172456817454419	0.09732738947482508
Acid-Ammonia (Or Amide) Ligase Activity (2g)	-0.32026825115785523	-0.12775720897133114	-0.05525927397980245	1.9186450117397305	-1.0201155054707272	-0.39524477216001447
Cysteine-Type Peptidase Activity (185g)	-0.1526304872311401	-1.4154699994102533	-0.3167811424301383	1.6818202750184257	-0.007239559526891652	0.21030091358000016
Mitochondrial Sequence-Specific Dna-Binding Transcription Factor Activity (1g)	-0.15658779262137448	-1.073143523519497	-0.2389569043157152	1.7075695927402486	-0.7606960057871389	0.521814633503478
Glutamate-Cysteine Ligase Activity (2g)	0.17522781670625426	-0.8240380327875841	0.33455527261107887	1.719757667820246	-1.044104487425004	-0.36139823692499173
Armadillo Repeat Domain Binding (10g)	0.2882387768424475	-0.24781191929969673	-0.06178828947602578	1.8013899420182096	-0.784105341586068	-0.9959231684988681
Lactose Synthase Activity (3g)	-0.0036101062210455205	-1.1342635717061356	-0.5400722961132631	1.7811998690063071	-0.40073393340813795	0.2974800384422767
Cadherin Binding Involved In Cell-Cell Adhesion (18g)	0.741179378095971	-0.4580842855106154	-0.8752163078835118	1.69298070930751	-0.513831684175948	-0.5870278098334027
Interleukin-5 Receptor Binding (2g)	0.27148314620285907	-1.3693190308488628	0.058287491478699216	1.638607063585776	-0.6023462000674179	0.00328752964894658
Ferric Iron Binding (11g)	-7.467750750523929e-4	-1.3627190010769898	-0.25714746467214383	1.7353037054686091	-0.22912364524150736	0.11443318059708701
Phosphatidylinositol-3,5-Bisphosphate 5-Phosphatase Activity (2g)	0.1729756668745509	-1.323525066531039	0.29191377551139835	1.654805350601609	-0.5953452236118842	-0.2008245028446365
Rna Polymerase Ii Core Promoter Sequence-Specific Dna Binding (33g)	0.3747092845308271	-1.1938382315037182	-0.7285392653128278	1.6760950720489223	0.14318997930314467	-0.27161683906635425
Ethanolaminephosphotransferase Activity (3g)	-0.6434012307407707	-1.1390945481795034	0.3138672039306422	1.713271194183572	-0.4575545526558261	0.21291193346188594
Endoribonuclease Activity (71g)	-0.12531315529500556	-0.9291166172204843	-0.16259607357332923	1.778104497010343	-0.9032516238076598	0.34217297288612836
Phospholipase Inhibitor Activity (13g)	-0.3482389666034273	-0.7736120529248821	0.3719178121374543	1.7087460901622493	-1.096843434930078	0.1380305521586807
Dna/Dna Annealing Activity (1g)	-0.24201907731496858	-0.16325174910450477	0.13348808543919527	1.642862268067051	0.10756508357301078	-1.4786446106597844
Lipase Inhibitor Activity (18g)	-0.46379674259204384	-0.8439306805072095	0.5272069904927306	1.6959503980897954	-0.9574512199718163	0.042021254488547
1-Phosphatidylinositol-3-Phosphate 5-Kinase Activity (1g)	0.07827020630251355	-0.9953816661639511	0.24806768406759133	1.745652668285462	-0.9349812325613263	-0.14162765993029094
Sn-Glycerol-3-Phosphate:Ubiquinone Oxidoreductase Activity (1g)	0.40717179051789393	-1.218993743714439	-0.11232353706193268	1.6620371375805236	-0.7569144567505575	0.01902280942851284
Sn-Glycerol-3-Phosphate:Ubiquinone-8 Oxidoreductase Activity (1g)	0.40717179051789393	-1.218993743714439	-0.11232353706193268	1.6620371375805236	-0.7569144567505575	0.01902280942851284
Oxidoreductase Activity, Acting On The Ch-Oh Group Of Donors, Quinone Or Similar Compound As Acceptor (2g)	0.3948153181940783	-1.2858654126274434	0.01605512614095213	1.6596587643564216	-0.6454103320405999	-0.13925346402340924
Glycerol-3-Phosphate Dehydrogenase (Quinone) Activity (2g)	0.3948153181940783	-1.2858654126274434	0.01605512614095213	1.6596587643564216	-0.6454103320405999	-0.13925346402340924
Oxidoreductase Activity, Oxidizing Metal Ions (18g)	-0.9425379672099052	-0.38692187827750146	-0.3577807647778144	1.6926829148947289	0.6932372893743592	-0.698679594003867
Rna Adenylyltransferase Activity (5g)	-0.32804272524014416	-0.8771404252964673	0.6556859400127792	1.720099505481226	-0.42847095657018935	-0.7421313383872017
Nedd8 Ligase Activity (3g)	-0.7703042570265758	-0.5065582640257832	0.146653130222513	1.87307041512468	-0.7862852490290959	0.043424224734253065
Cd8 Receptor Binding (4g)	-0.29976957459749126	-0.8221824990737092	-0.17242853931013746	-0.54543796945396394	1.9721577772072332	-0.1323391947719317
Fc-Gamma Receptor I Complex Binding (2g)	-0.31330257480552537	-0.5790694530797549	-0.2644223257393338	-0.379561816425238	2.0276102161196494	-0.49125404606979745
Lysozyme Activity (8g)	-0.4669297547105063	-0.6007435705871538	-0.09401408891593638	-0.4043865801351898	2.012350369258231	-0.4462763749094456
Peptidoglycan Muralytic Activity (12g)	-0.39462876436184535	-0.6488969633529331	0.06224144751884993	-0.46451759803180603	1.979558954859536	-0.5337570766318012
Interleukin-1, Type Ii, Blocking Receptor Activity (2g)	0.0945484191889093	-0.7031399918787887	-0.30533089662189816	-0.4710734932116831	1.9618306105807444	-0.5768346480572836
N-Acetylglucosamine-6-Sulfatase Activity (4g)	-0.5308697919889706	-0.017253494621608922	-0.3556024501596889	-0.618387962562528	1.996088782295437	-0.47397508296263946
Urokinase Plasminogen Activator Receptor Activity (1g)	-0.5056103139857043	-0.5661548643821992	-0.4731963254474183	-0.06538500960939282	2.009131098868702	-0.3987845854439873
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds (131g)	-0.4646716987171881	-0.8209503840686787	0.03886210964847579	-0.4144808021432782	1.961318318935326	-0.3000775436546583
Interleukin-1 Receptor Activity (7g)	-0.5987030283844698	-0.47995105155340395	-0.4464538413049828	-0.27763717380166303	2.021607634539704	-0.2188625394951832
Sulfuric Ester Hydrolase Activity (18g)	-0.11872513599951667	-0.6486217058754815	-0.23283656522511514	-0.42362870361492416	1.9999083101706423	-0.5760961994556048
Mineralocorticoid Receptor Binding (1g)	-0.23069935980981274	-0.7452187338554439	-0.23790149872056884	-0.35634827375142275	2.0047420951923645	-0.4345742290551157
D3 Vitamins Binding (2g)	-0.3659916100890314	-0.1555533198540063	-0.2863650569800959	-0.625838602246959	2.0092281346055687	-0.5754795454354761
Calcitriol Binding (1g)	-0.3829167745993652	-0.10483982800606981	-0.34537049421365545	-0.6282398755822786	2.007519521217766	-0.5461525488163971
Lithocholic Acid Binding (1g)	-0.3829167745993652	-0.10483982800606981	-0.34537049421365545	-0.6282398755822786	2.007519521217766	-0.5461525488163971
Lithocholic Acid Receptor Activity (1g)	-0.3829167745993652	-0.10483982800606981	-0.34537049421365545	-0.6282398755822786	2.007519521217766	-0.5461525488163971
Vitamin D Response Element Binding (3g)	-0.31937083466580823	-0.5823786340745968	-0.19523399835381428	-0.3514533127304275	2.01809185722307	-0.5696550773984224
Exoribonuclease Ii Activity (1g)	-0.11958349586159575	-0.7656005117801136	-0.2462658586143153	-0.4455348977498096	1.992021972975715	-0.415037208969881
Interleukin-18 Receptor Activity (2g)	-0.3329145602190684	-0.6935690596830648	-0.1674668788615866	-0.4203723881588813	2.011394096062406	-0.3970712091398051
Endoribonuclease Activity, Cleaving Sirna-Paired Mrna (1g)	-0.3885049796233699	-0.43805008345619467	-0.2028209915522951	-0.1255638562068642	1.9798483404795406	-0.8249084296408178
Interleukin-18 Binding (2g)	-0.3695358066621798	-0.5769028414022508	-0.1268396516194772	-0.43546781525677547	2.016662339718032	-0.5079162247773485
Trail Binding (5g)	-0.40048187131128365	-0.6115177117512389	-0.09933514502427099	-0.3167404457156375	2.005503619548026	-0.5774284457455959
C-X-C Motif Chemokine 12 Receptor Activity (1g)	-0.6545845610992731	-0.6222938345875324	0.09825092075416422	-0.49204181009211695	1.961599069619637	-0.2909297845948791
Histone Deacetylase Activity (H3-K9 Specific) (2g)	-0.5081040723238045	-0.45058643503500734	-0.013338628363810074	-0.3925052467412701	1.996342300969075	-0.6318079185051846
Nad-Dependent Histone Deacetylase Activity (H3-K9 Specific) (2g)	-0.5081040723238045	-0.45058643503500734	-0.013338628363810074	-0.3925052467412701	1.996342300969075	-0.6318079185051846
Oligopeptidase Activity (3g)	-0.2625577201506082	-0.7141611625903611	-0.3894795934084643	-0.29322127064216513	2.0143041630530907	-0.35488441626149053
Uridine Phosphorylase Activity (2g)	-0.14322926527009444	-0.27185910887252157	-0.2774610047993125	-0.6290703289958497	1.9948871733700675	-0.6732674654322903
3'-5' Exonuclease Activity (56g)	-0.6795121583094406	-0.3286583251369091	-0.17671118768546726	-0.7253691775301967	1.9671359213261799	-0.056885072664162414
6-Phosphofructokinase Activity (3g)	-0.4425253469427749	-0.40960621296019106	0.10614324827371652	-0.5339330960524039	1.9667884474613944	-0.6868670397797412
Muramyl Dipeptide Binding (1g)	-0.38248972742406606	-0.7621793155444639	-0.12098080139147317	-0.3587192689577281	1.9975496740370575	-0.37318056071932637
Stem Cell Factor Receptor Activity (1g)	-0.2309931778818496	-0.5255980406537204	-0.047429249330565325	-0.618328276559952	1.990680426274946	-0.5683316818488582
Mono-Adp-D-Ribose Binding (1g)	-0.23818556151488615	-0.6487260835449457	-0.5171772714600446	0.08668909811535323	-0.6412354038424355	1.9586352222469587
Alpha-1,3-Mannosylglycoprotein 4-Beta-N-Acetylglucosaminyltransferase Activity (3g)	-0.1928654564994462	-0.6590451995608612	-0.37657350972841747	0.022120550985804757	-0.749317513866349	1.9556811286692686
Adp-D-Ribose Binding (2g)	-0.3184500867804709	-0.5842602596116818	-0.5015384911858098	0.07037558485785667	-0.6390356135864776	1.9729088663065837
Monovalent Inorganic Cation Transmembrane Transporter Activity (390g)	-0.5014380291372423	0.06743659914563353	-0.5619457679895797	-0.10766946259143362	-0.8279836072803284	1.9316002678529418
Datp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Dctp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Dutp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Dttp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Gtp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
8-Oxo-Dgtp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Dgtp Phosphohydrolase Activity (3g)	-0.8149893775446622	-0.6905398968246362	-0.4167844373236976	-0.040121193338345074	0.0436534254247262	1.9187814796066145
Macrophage Colony-Stimulating Factor Receptor Activity (2g)	-0.5543614779491299	-0.40271366012050563	-0.26993260677100767	0.15468598888809953	-0.8528633691514275	1.9251851251039724
Endopolyphosphatase Activity (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Bis(5'-Adenosyl)-Hexaphosphatase Activity (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Bis(5'-Adenosyl)-Pentaphosphatase Activity (4g)	-0.7188469621368351	-0.22147733167867087	-0.7106602696250494	-0.2747490162538293	-0.036997422394115666	1.962731002088502
Diphosphoinositol-Polyphosphate Diphosphatase Activity (5g)	-0.7276607272552701	-0.24090180351842924	-0.692110978736612	-0.28064997709266654	-0.0218919657550675	1.9632154523580476
Inositol Diphosphate Tetrakisphosphate Diphosphatase Activity (5g)	-0.7276607272552701	-0.24090180351842924	-0.692110978736612	-0.28064997709266654	-0.0218919657550675	1.9632154523580476
