pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
SA node cell to atrial cardiac muscle cell signaling (9g)	0.34485671149136504	1.8946360624492706	-0.4205897454255888	-0.6749995847581426	-0.6201716436214716	-0.5237318001354327
transmission of nerve impulse (70g)	1.0361674378948735	1.3928875003310874	-0.3699109477619121	-0.8721572974632086	-0.15516682061200907	-1.0318198723888319
bundle of His cell to Purkinje myocyte signaling (7g)	-0.24424813719822883	2.0191159204500484	-0.2831287746860958	-0.6632678450627046	-0.4031591307641937	-0.42531203273882623
cardiac conduction (142g)	0.5378294394139993	1.4468967509526667	-1.4179735992915243	-0.3403551446322401	-0.5954386176406652	0.36904117119776714
retrograde trans-synaptic signaling by lipid (5g)	-0.5483536794263456	1.744560409823554	-0.5607240540625927	-1.0135038228750175	0.5374110334689054	-0.15938988692850362
epithelial-mesenchymal cell signaling (6g)	-0.8358840994403334	1.1238226672429539	1.38929316672001	-0.6393149508549462	-0.2353868395735277	-0.8025299440941548
endodermal-mesodermal cell signaling (2g)	-0.6482844354152442	0.6827966511485241	1.5113443866851175	-0.5960633879793018	0.24029883153389112	-1.1900920459729865
endodermal-mesodermal cell signaling involved in heart induction (2g)	-0.6482844354152442	0.6827966511485241	1.5113443866851175	-0.5960633879793018	0.24029883153389112	-1.1900920459729865
trans-synaptic signaling by nitric oxide, modulating synaptic transmission (2g)	-0.20667956017260247	-1.2306253006770775	1.60234757061253	-0.658337974982585	0.6468027231961049	-0.15350745797637014
trans-synaptic signaling by soluble gas, modulating synaptic transmission (2g)	-0.20667956017260247	-1.2306253006770775	1.60234757061253	-0.658337974982585	0.6468027231961049	-0.15350745797637014
cell-cell signaling via exosome (1g)	-0.11836990964154114	0.9941113629862296	1.4082177184265356	-0.771797662016439	-0.3848219683842656	-1.1273395413705203
visceral mesoderm-endoderm interaction involved in midgut development (1g)	-0.9483334229424345	0.07882345069182886	1.6083457332268432	-0.4132506122547248	0.6384238982293352	-0.9640090469508475
regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling (1g)	-0.5637449123296651	-0.3869396297245211	1.7272759321184756	-0.570855230521799	0.6723570079321838	-0.8780931674746737
retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission (1g)	-0.2872697518859939	-1.2613208229966049	1.617018356221091	-0.7106961774224193	0.3060659555495868	0.33620244053434073
cell-cell signaling involved in lung development (1g)	0.6528681821455801	-1.2391901692577387	1.072039596519078	-0.5353727073273525	0.9195468386053968	-0.8698917406849638
cell-cell signaling by wnt (522g)	0.5263785693454708	0.30375454986169015	-1.4034963816918506	0.9124852622799235	-1.1104981557426317	0.7713761559473911
neuromuscular synaptic transmission (31g)	0.3345100547091679	-0.08828219899953771	-0.7410022562176484	1.0730140139220496	-1.5164513294800828	0.9382117160660544
autocrine signaling (7g)	-0.8841504683963008	-1.197772203091208	0.44416043676366845	-0.32446747191698116	1.5083194407466223	0.45391026589419964
astrocyte-dopaminergic neuron signaling (3g)	-1.1225022291121125	-0.6248199301794908	-0.46892747811836616	1.199761725588295	1.274286965515385	-0.25779905369370937
regulation of the force of heart contraction by cardiac conduction (2g)	-0.2564659815650356	0.7006090839337888	0.7709478482037396	-0.8793317856577074	1.0608229912925071	-1.3965821562072922
signaling (6691g)	0.2586876270799201	-0.30352274288750847	-1.6254016065468637	0.9083120288178443	-0.3551520847486465	1.117076778285262
neuron-neuron synaptic transmission (8g)	-0.18146632649785796	0.4709659758175484	-1.1919948520433707	0.8286661542599958	-1.1109087058992433	1.18473775436293
trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (3g)	-0.1852666812427265	-0.9063545483130526	-0.25733859050809044	0.13960720674002258	-0.6851332714461212	1.8944858847699662
trans-synaptic signaling, modulating synaptic transmission (13g)	0.8221873313795062	-1.5817273455459466	0.25605831889105335	-0.6435502838483675	-0.011540668117662642	1.1585726472414195
paracrine signaling (7g)	-0.3144204513645511	-1.0442847977922347	0.7526085721048449	-0.11362589194093355	-0.8592117745487987	1.5789343435416756
